date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:48:39	70106/70106	---M-Z	200	added ('OK')	text/html	etag:%22111da-5edfc546a755d-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/page-folders.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/page-folders.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:39	76655/76655	---M-Z	200	added ('OK')	text/html	etag:%2212b6f-5edfc546a755d-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/page-favourite.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/page-favourite.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:39	85499/85499	---M-Z	200	added ('OK')	text/html	etag:%2214dfb-5edfc546a755d-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/page-delete.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/page-delete.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:40	56302/56302	---M-Z	200	added ('OK')	text/html	etag:%22dbee-5edfc546a755d-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-avatars.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-avatars.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:40	71809/71809	---M-Z	200	added ('OK')	text/html	etag:%2211881-5edfc546a755d-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-alerts.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-alerts.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:40	53473/53473	---M-Z	200	added ('OK')	text/html	etag:%22d0e1-5edfc546a755d-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-badges.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-badges.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:40	53153/53153	---M-Z	200	added ('OK')	text/html	etag:%22cfa1-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-breadcrumb.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-breadcrumb.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:40	70534/70534	---M-Z	200	added ('OK')	text/html	etag:%2211386-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-buttons.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-buttons.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:41	60912/60912	---M-Z	200	added ('OK')	text/html	etag:%22edf0-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-buttons-group.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-buttons-group.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:41	48426/48426	---M-Z	200	added ('OK')	text/html	etag:%22bd2a-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-boxshadow.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-boxshadow.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:41	53698/53698	---M-Z	200	added ('OK')	text/html	etag:%22d1c2-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-colors.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-colors.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:41	69409/69409	---M-Z	200	added ('OK')	text/html	etag:%2210f21-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-cards.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-cards.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:42	54451/54451	---M-Z	200	added ('OK')	text/html	etag:%22d4b3-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-carousel.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-carousel.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:42	65476/65476	---M-Z	200	added ('OK')	text/html	etag:%22ffc4-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-grid.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-grid.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:42	62455/62455	---M-Z	200	added ('OK')	text/html	etag:%22f3f7-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-helper-classes.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-helper-classes.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:42	56168/56168	---M-Z	200	added ('OK')	text/html	etag:%22db68-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-images.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-images.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:43	58680/58680	---M-Z	200	added ('OK')	text/html	etag:%22e538-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-list-group.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-list-group.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:43	53399/53399	---M-Z	200	added ('OK')	text/html	etag:%22d097-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-media-object.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-media-object.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:43	70010/70010	---M-Z	200	added ('OK')	text/html	etag:%221117a-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-modal.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-modal.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:43	58718/58718	---M-Z	200	added ('OK')	text/html	etag:%22e55e-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-notifications.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-notifications.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:43	57827/57827	---M-Z	200	added ('OK')	text/html	etag:%22e1e3-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-pagination.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-pagination.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:44	51417/51417	---M-Z	200	added ('OK')	text/html	etag:%22c8d9-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-popovers.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-popovers.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:44	53970/53970	---M-Z	200	added ('OK')	text/html	etag:%22d2d2-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-progressbars.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-progressbars.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:44	52606/52606	---M-Z	200	added ('OK')	text/html	etag:%22cd7e-5edfc546a949d-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-typography.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-typography.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:44	66824/66824	---M-Z	200	added ('OK')	text/html	etag:%2210508-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-tabs.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-tabs.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:45	49262/49262	---M-Z	200	added ('OK')	text/html	etag:%22c06e-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-tooltips.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-tooltips.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:45	46455/46455	---M-Z	200	added ('OK')	text/html	etag:%22b577-5edfc546a84fd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/ui-embed-video.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/ui-embed-video.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:45	5986/5986	---M-Z	200	added ('OK')	text/html	etag:%221762-5edfc546a65bd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/auth-sign-in.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/auth-sign-in.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:45	6882/6882	---M-Z	200	added ('OK')	text/html	etag:%221ae2-5edfc546a65bd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/auth-sign-up.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/auth-sign-up.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:45	4906/4906	---M-Z	200	added ('OK')	text/html	etag:%22132a-5edfc546a65bd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/auth-recoverpw.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/auth-recoverpw.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:46	4675/4675	---M-Z	200	added ('OK')	text/html	etag:%221243-5edfc546a65bd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/auth-confirm-mail.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/auth-confirm-mail.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:46	4860/4860	---M-Z	200	added ('OK')	text/html	etag:%2212fc-5edfc546a65bd-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/auth-lock-screen.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/auth-lock-screen.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:46	50168/50168	---M-Z	200	added ('OK')	text/html	etag:%22c3f8-5edfc546a755d-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/pricing.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/pricing.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:46	54416/54416	---M-Z	200	added ('OK')	text/html	etag:%22d490-5edfc546a755d-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/pricing-2.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/pricing-2.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:47	4188/4188	---M-Z	200	added ('OK')	text/html	etag:%22105c-5edfc546a755d-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/pages-error.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/pages-error.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:47	4212/4212	---M-Z	200	added ('OK')	text/html	etag:%221074-5edfc546a755d-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/pages-error-500.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/pages-error-500.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:47	43082/43082	---M-Z	200	added ('OK')	text/html	etag:%22a84a-5edfc546a755d-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/pages-blank-page.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/pages-blank-page.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:47	6005/6005	---M-Z	200	added ('OK')	text/html	etag:%221775-5edfc546a755d-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/pages-maintenance.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/pages-maintenance.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:48	1232/1232	---M--	200	added ('OK')	image/png	etag:%224d0-5c4912ff83788%22	https://templates.iqonic.design/cloudbox/html/assets/images/layouts/mydrive/folder-1.png	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/assets/images/layouts/mydrive/folder-1.png	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:48	68697/68697	---M--	200	added ('OK')	image/png	etag:%2210c59-5c4912ff83788%22	https://templates.iqonic.design/cloudbox/html/assets/images/layouts/mydrive/background.png	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/assets/images/layouts/mydrive/background.png	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:48	1215/1215	---M--	200	added ('OK')	image/png	etag:%224bf-5c4912ff83788%22	https://templates.iqonic.design/cloudbox/html/assets/images/layouts/mydrive/folder-2.png	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/assets/images/layouts/mydrive/folder-2.png	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:48	24187/24187	---M--	200	added ('OK')	image/png	etag:%225e7b-5c4912ff84728%22	https://templates.iqonic.design/cloudbox/html/assets/images/layouts/page-1/pdf.png	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/assets/images/layouts/page-1/pdf.png	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:48	23035/23035	---M--	200	added ('OK')	image/png	etag:%2259fb-5c4912ff84728%22	https://templates.iqonic.design/cloudbox/html/assets/images/layouts/page-1/doc.png	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/assets/images/layouts/page-1/doc.png	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:49	4260/4260	---M--	200	added ('OK')	image/png	etag:%2210a4-5c4912ff84728%22	https://templates.iqonic.design/cloudbox/html/assets/images/layouts/page-1/xlsx.png	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/assets/images/layouts/page-1/xlsx.png	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:49	12201/12201	---M--	200	added ('OK')	image/png	etag:%222fa9-5c4912ff84728%22	https://templates.iqonic.design/cloudbox/html/assets/images/layouts/page-1/ppt.png	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/assets/images/layouts/page-1/ppt.png	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:49	11215/11215	---M--	200	added ('OK')	image/png	etag:%222bcf-5c4912ff84728%22	https://templates.iqonic.design/cloudbox/html/assets/images/layouts/mydrive/lock-bg.png	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/assets/images/layouts/mydrive/lock-bg.png	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:49	54408/54408	---M-Z	200	added ('OK')	text/html	etag:%22d488-5edfc546a755d-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/privacy-policy.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/privacy-policy.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:50	54408/54408	---M-Z	200	added ('OK')	text/html	etag:%22d488-5edfc546a755d-gzip%22	https://templates.iqonic.design/cloudbox/html/backend/terms-of-service.html	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/backend/terms-of-service.html	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:50	3162/3162	---M-Z	200	added ('OK')	application/javascript	etag:%22c5a-5c4912ffac7ca-gzip%22	https://templates.iqonic.design/cloudbox/html/assets/js/customizer.js	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/assets/js/customizer.js	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:50	5030/5030	---M-Z	200	added ('OK')	application/javascript	etag:%2213a6-5c4912ffa4ac9-gzip%22	https://templates.iqonic.design/cloudbox/html/assets/js/chart-custom.js	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/assets/js/chart-custom.js	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:51	513649/513649	---MCZ	200	added ('OK')	application/javascript	etag:%227d671-5c4912ffe908d-gzip%22	https://templates.iqonic.design/cloudbox/html/assets/vendor/doc-viewer/include/pdf/pdf.js	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/assets/vendor/doc-viewer/include/pdf/pdf.js	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:51	2372199/2372199	---MCZ	200	added ('OK')	application/javascript	etag:%22243267-5edfc546a65bd-gzip%22	https://templates.iqonic.design/cloudbox/html/assets/js/backend-bundle.min.js	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/assets/js/backend-bundle.min.js	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:51	4482/4482	---M-Z	200	added ('OK')	application/javascript	etag:%221182-5c4912ffd486c-gzip%22	https://templates.iqonic.design/cloudbox/html/assets/vendor/doc-viewer/include/docx/jszip-utils.js	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/assets/vendor/doc-viewer/include/docx/jszip-utils.js	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:52	539463/539463	---MCZ	200	added ('OK')	application/javascript	etag:%2283b47-5c4912ffd774c-gzip%22	https://templates.iqonic.design/cloudbox/html/assets/vendor/doc-viewer/include/docx/mammoth.browser.min.js	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/assets/vendor/doc-viewer/include/docx/mammoth.browser.min.js	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
04:48:52	14528/14528	---M-Z	200	added ('OK')	application/javascript	etag:%2238c0-5c4912ffc9c8b-gzip%22	https://templates.iqonic.design/cloudbox/html/assets/vendor/doc-viewer/include/PPTXjs/js/filereader.js	C:/Users/Legion/Desktop/New%20folder%20(2)/cloud/templates.iqonic.design/cloudbox/html/assets/vendor/doc-viewer/include/PPTXjs/js/filereader.js	(from https://templates.iqonic.design/cloudbox/html/backend/index.html)
